"Question","Intent","Entity"
"아뇨","recommend:0.794887079525101","user_answer:아니"
"아뇨","recommend:0.794887079525101","user_answer:아니"
"처음","start:1",""
"무릎까지 오는 펜슬스커트 추천해주세요","recommend:0.9995954889240136","skirt_style:펜슬,skirt_length:미디엄,leather_skirt_style:펜슬,product:스커트"
"네","recommend:0.7163387421997371","user_answer:응"
"네","recommend:0.7163387421997371","user_answer:응"
"노란 자켓 있나요?","recommend:0.8801734355534181","generic_color:노란색,product:재킷"
"노스페이스","recommend:0.794887079525101","user_answer:아니"
"처음","start:1",""
"봄에 어울리는 자켓 알랴줘","generic_match_recommend:0.7695311981764306","season:봄,product:재킷"
"자켓","recommend:0.625076206168669","product:재킷"
"네","recommend:0.7163387421997371","user_answer:응"
"아니","recommend:0.794887079525101","user_answer:아니"
"파란색 자켓","recommend:0.7017851890551725","generic_color:파란색,product:재킷"
"트위드","recommend:0.7941457240554765","onepiece_style:트위드,jacket_style:트위드"
"아니","recommend:0.794887079525101","user_answer:아니"
"안녕","greeting:1",""
"처음","start:1",""
"안녕","greeting:1",""
"배고파","recommend:0.794887079525101",""
"닥쳐","recommend:0.794887079525101",""
"샷업","recommend:0.794887079525101",""
"자켓","recommend:0.625076206168669","product:재킷"
"노랭이","recommend:0.794887079525101",""
"노란","recommend:0.794887079525101","generic_color:노란색"
"가을","recommend:0.8972652012499696","season:가을"
"짧은거","recommend:0.9066938803373433","skirt_length:숏,length:미니"
"섹시한","recommend:0.5356218551012992",""
"자켓","recommend:0.625076206168669","product:재킷"
"아놔","recommend:0.794887079525101",""
"이런","recommend:0.794887079525101",""
"요베베","recommend:0.794887079525101",""
"무리수","recommend:0.794887079525101",""
"아짱","recommend:0.794887079525101",""
"요로시꾸","recommend:0.794887079525101",""
"까망이","recommend:0.8055074446189481",""
"검정","recommend:0.5335074131888659","generic_color:검정"
"겨울","recommend:0.9169844277130789","season:겨울"
"짧은거","recommend:0.9066938803373433","skirt_length:숏,length:미니"
"블레이저","recommend:0.794887079525101",""
"처음","start:1",""
"정말 사람 환장하게 만드네요.","recommend:0.5041716111505836",""
"제발 말 좀 들어.","recommend:0.9515023551648438",""
"재킷.","recommend:0.9023137578844093","product:재킷"
"재킷를 찾아줘","recommend:0.9792417425309626",""
"재킷이 찾아줘","recommend:0.9817841853486569","product:재킷"
"바지를 찾아줘","recommend:0.954077752809763","product:팬츠"
"바지","recommend:1","product:팬츠"
"처음","start:1",""
"처음","start:1",""
"봄 옷 살꺼야","recommend:0.9900144651365487","season:봄"
"네","recommend:0.7163387421997371","user_answer:응"
"처음","start:1",""
"재킷 찾아","recommend:0.9984573123140313","product:재킷"
"네","recommend:0.7163387421997371","user_answer:응"
"아니","recommend:0.794887079525101","user_answer:아니"
"파란색","recommend:1","generic_color:파란색"
"자켓","recommend:0.625076206168669","product:재킷"
"네","recommend:0.7163387421997371","user_answer:응"
"아니","recommend:0.794887079525101","user_answer:아니"
"파란색","recommend:1","generic_color:파란색"
"재킷","recommend:1","product:재킷"
"오늘 같은 날씨 입을 원피스 찾아줘","generic_timing_recommend:0.7839182077536105","product:원피스"
"쉬폰 원피스","recommend:0.7306434521657388","onepiece_style:쉬폰,basic_attribute:쉬폰,skirt_style:쉬폰,blouse_style:쉬폰,product:원피스"
"원피스","recommend:1","product:원피스"
"처음","start:1",""
"오늘 날씨에 어울리는 원피스 차자줘","generic_timing_recommend:0.9733528394224342","product:원피스"
"원피스","recommend:1","product:원피스"
"처음","start:1",""
"오늘 날씨에 어울리는 원피스 찾아줘","generic_timing_recommend:0.9778093360987169","product:원피스"
"원피스","recommend:1","product:원피스"
"처음","start:1",""
"오늘 날씨에 어울리는 원피스 찾아줘","generic_timing_recommend:0.9778093360987169","product:원피스"
"안뇽","greeting:1",""
"옷좀 추천해줘","recommend:0.962417420306499",""
"청바지","recommend:0.8740904849153405",""
"노란색 꽃무늬 원피스","recommend:0.9291839197192203","generic_color:노란색,basic_attribute:꽃무늬,product:원피스"
"플라워프린트","recommend:0.9148057470895391",""
"에고이스트","recommend:1","brand:에고이스트"
"지금","recommend:0.8704227892531262",""
"아니","recommend:0.782883812915036","user_answer:아니"
"블랙으로","recommend:0.4495685705914149","generic_color:검정"
"모직코트","recommend:0.5944247635279601",""
"코트","recommend:0.4466333872985191","product:코트"
"라인. 붉은색","recommend:0.7911675627002335","brand:라인"
"빨간","recommend:0.6197737772342107","generic_color:빨강"
"몰라요","recommend:0.9262318601252659",""
"처음","start:1",""
"배고파요","recommend:0.9262318601252659",""
"오늘 기분 어때?","generic_location_recommend:0.6858239010020118",""
"오늘 입을 블라우스 어때?","generic_location_recommend:0.9950631610559962","product:블라우스"
"네","recommend:0.7577119318098574","user_answer:응"
"아니","recommend:0.7940902332679397","user_answer:아니"
"프릴","recommend:0.7945870917483574","blouse_style:프릴"
"블라우스","recommend:0.8714418553663046","product:블라우스"
"안녕","greeting:1",""
"배고파","recommend:0.7940902332679397",""
"스커트","recommend:1","product:스커트"
"우선 보여줘요","recommend:0.9897782360369257",""
"우선","recommend:0.7940902332679397",""
"불루","recommend:0.7940902332679397",""
"블루","recommend:0.8142633596209078","generic_color:파란색"
"지금","recommend:0.8944475110670822",""
"코트 추천해줘","recommend:0.973623071813093","product:코트"
"베테동","recommend:0.7940902332679397",""
"베네통","recommend:0.8455991701019214","brand:베네통,user_answer:응"
"블루","recommend:0.8142633596209078","generic_color:파란색"
"미디엄","recommend:0.7940902332679397","length:미디엄,skirt_length:미디엄"
"아니","recommend:0.7940902332679397","user_answer:아니"
"처음","start:1",""
"봄 원피스 추천해주ㅜ","recommend:0.9551626060956361","season:봄,product:원피스"
"처음","start:1",""
"봄 원피스추천","recommend:0.9895578468951359","season:봄,product:원피스"
"안녕","greeting:1",""
"봄 옷 살꺼야","recommend:0.984349468277461","season:봄"
"핑크","greeting:0.21141931216946153","generic_color:분홍색"
"긴거","recommend:0.796146640844005","length:롱"
"아니요","recommend:0.9262318601252659","user_answer:아니"
"블라우스 살꺼야","recommend:0.9436926968660735","product:블라우스"
"다른상품보여주세요","recommend:0.9849125780973005",""
"여름꺼","recommend:0.7940902332679397",""
"다른상품","recommend:0.9794633545963237",""
"처음","start:1",""
"상품","recommend:0.9534817173879634",""
"배고파","recommend:0.7940902332679397",""
"배고파","recommend:0.7940902332679397",""
"배고파","recommend:0.7940902332679397",""
"처음","start:1",""
"원피스","recommend:1","product:원피스"
"봄 핑크 원피스 추처","greeting:0.33544269714655056","season:봄,generic_color:분홍색,product:원피스"
"웅","recommend:0.7940902332679397",""
"봄 핑크 원피스 추천","recommend:0.7849853996189042","season:봄,generic_color:분홍색,product:원피스"
"라인","recommend:0.7101320368316166","brand:라인"
"긴거","recommend:0.796146640844005","length:롱"
"봄","recommend:0.8083627902136875","season:봄"
"아니요","recommend:0.9262318601252659","user_answer:아니"
"네","recommend:0.7577119318098574","user_answer:응"
"네","recommend:0.7577119318098574","user_answer:응"
"검정","recommend:0.5029782246995312","generic_color:검정"
"브랜드를 숲 으로!","query_product:0.8307721814726287","brand:숲"
"배고파","recommend:0.7940902332679397",""
"숲 원피스","recommend:0.7818294935511603","brand:숲,product:원피스"
"싫어","recommend:0.9530848932090172",""
"봄","recommend:0.8083627902136875","season:봄"
"아니","recommend:0.7940902332679397","user_answer:아니"
"아니","recommend:0.7940902332679397","user_answer:아니"
"다른거 보여줘","recommend:0.9794703580881069",""
"처음","start:1",""
"안뇽","greeting:1",""
"하이","greeting:1",""
"옷이 필요해","recommend:0.9747523573924187",""
"원피스","recommend:1","product:원피스"
"네","recommend:0.7577119318098574","user_answer:응"
"아녀요","recommend:0.9262318601252659",""
"살랑라","recommend:0.7940902332679397",""
"인터뷰에 입고 갈 오신요","recommend:0.5392765704326183",""
"원피스","recommend:1","product:원피스"
"기거","recommend:0.7940902332679397",""
"긴거","recommend:0.796146640844005","length:롱"
"예분거","recommend:0.7940902332679397",""
"미니원피스","recommend:0.9173091935190542","onepiece_style:미니드레스,length:미니,skirt_length:숏,product:원피스"
"예쁜거","recommend:0.980460701103418","generic_attribute:예쁜"
"처음","start:1",""
"안들어","recommend:0.9359012991677673",""
"봄에 어울리는 원피스 찾아줘","generic_match_recommend:0.614996662806366","season:봄,product:원피스"
"네","recommend:0.7577119318098574","user_answer:응"
"아니","recommend:0.7940902332679397","user_answer:아니"
"네","recommend:0.7577119318098574","user_answer:응"
"네","recommend:0.7577119318098574","user_answer:응"
"가을 코트","recommend:0.7970229605924484","season:가을,product:코트"
"긴거","recommend:0.796146640844005","length:롱"
"깅거","recommend:0.7940902332679397",""
"티셔츠","recommend:0.5516715868189097","product:티셔츠"
"갭","recommend:0.7940902332679397",""
"흰거","recommend:0.7940902332679397",""
"안냥","recommend:0.7940902332679397",""
"처음","start:1",""
"배고파요.","recommend:0.9029285110238049",""
"처음","start:1",""
"배고파요.","recommend:0.9029285110238049",""
"미니원피스","recommend:0.9173091935190542","onepiece_style:미니드레스,length:미니,skirt_length:숏,product:원피스"
"네","recommend:0.7577119318098574","user_answer:응"
"아니","recommend:0.7940902332679397","user_answer:아니"
"트위드","recommend:0.7949047722995832","onepiece_style:트위드,jacket_style:트위드"
"코트","recommend:0.4466333872985191","product:코트"
"블루","recommend:0.8142633596209078","generic_color:파란색"
"여름","recommend:1","season:여름"
"올리브데올리브","recommend:0.8140430688655305","brand:올리브데올리브"
"아니","recommend:0.7954493893113938","user_answer:아니"
"응","recommend:0.7954493893113938","user_answer:응"
"ㅇㅇ","greeting:1","user_answer:응"
"처음","start:1",""
"간절기 원피스 찾아줘","recommend:0.9616180093121628","generic_timing_weather:간절기,season:봄,product:원피스"
"스킨","recommend:0.7927257459927818",""
"살색","recommend:0.7954493893113938","generic_color:스킨톤"
"티셔츠","recommend:0.5368494589321936","product:티셔츠"
"매롱","recommend:0.7954493893113938","length:롱,neat_style:롱니트,skirt_length:라지"
"신상 바지 좀 보여줘","generic_trend_recommend:0.5630987978073537","product:팬츠"
"나이스클랍","recommend:0.9122183994025589","brand:나이스 클랍,brand:나이스클랍"
"블랙","recommend:0.7854929496404138","generic_color:검정"
"안녕","greeting:1",""
"무엇을 할수 있죠?","recommend:0.9986542676199173",""
"아..그럼 치마좀 추천해 줄래요?","recommend:0.9553012887687875","product:스커트"
"네 우선 보여주세요","recommend:0.9556051617884299","user_answer:응"
"음..별로인듯..","recommend:0.6929480756290157",""
"검정색 없나요?","recommend:0.9402069892765244","generic_color:검정"
"검정색 치마요","recommend:0.4111343409749946","generic_color:검정,product:스커트"
"숲 브랜드걸로","query_product:0.8856200779218214","brand:숲"
"안녕","greeting:1",""
"처음","start:1",""
"평상시 아무때나요","recommend:0.9146100551537188",""
"배고파","recommend:0.7954493893113938",""
"처음","start:1",""
"배고파","recommend:0.7954493893113938",""
"안녕","greeting:1",""
"배고파","recommend:0.7954493893113938",""
"배고프다구","recommend:0.7954493893113938",""
"야임마","recommend:0.7954493893113938",""
"안뇽","greeting:1",""
"배고파","recommend:0.7954493893113938",""
"배고파","recommend:0.7954493893113938",""
"배고파","recommend:0.7954493893113938",""
"원피스","recommend:1","product:원피스"
"빨간색","recommend:1","generic_color:빨강"
"봄","recommend:0.8091936100148716","season:봄"
"H라인","recommend:0.7406892312499344","skirt_style:H라인,leather_skirt_style:H라인,brand:라인"
"짧은거","recommend:0.9194458729318895","skirt_length:숏,length:미니"
"아뇨","recommend:0.7954493893113938","user_answer:아니"
"바지","recommend:1","product:팬츠"
"네","recommend:0.7604726179263587","user_answer:응"
"바지","recommend:1","product:팬츠"
"원피스","recommend:1","product:원피스"
"네","recommend:0.7604726179263587","user_answer:응"
"아니요","recommend:0.9250618259912796","user_answer:아니"
"네","recommend:0.7604726179263587","user_answer:응"
"다른거 보여주세요","recommend:0.9692405748889997",""
"처음","start:1",""
"스커트 추천","recommend:1","product:스커트"
"보여줘","recommend:0.9793052955980106",""
"우선 보여주세요","recommend:0.9692405748889997",""
"네","recommend:0.7604726179263587","user_answer:응"
"검정색","recommend:0.3242636350165402","generic_color:검정"
"없어요","recommend:0.8607015992065232",""
"롱 스커트","recommend:0.9075019384767998","length:롱,neat_style:롱니트,skirt_length:라지,product:스커트"
"아니요","recommend:0.9250618259912796","user_answer:아니"
"아니요","recommend:0.9250618259912796","user_answer:아니"
"네","recommend:0.7604726179263587","user_answer:응"
"안녕","greeting:1",""
"회사에서 입을 치마 추천해줘","generic_location_recommend:0.9993953102362526","product:스커트"
"보여줘","recommend:0.9793052955980106",""
"민트색","recommend:0.7892625806956869",""
"검은색","recommend:0.4991258466221925","generic_color:검정"
"여름","recommend:1","season:여름"
"없어요","recommend:0.8551298076179563","user_answer:아니"
"아니요","recommend:0.9266951810683203","user_answer:아니"
"바지 추천해줘","recommend:1","product:팬츠"
"처음","start:1",""
"배고파","recommend:0.7892625806956869",""
"백화점","recommend:0.3502529850417991",""
"ㄹㅌㅊ","recommend:0.7892625806956869",""
"안녕","greeting:1",""
"상품 추천해줘","recommend:0.9605382249812969",""
"옷 추천해줘","recommend:0.9953990529773437",""
"회색에 깔끔한 슬랙스 보여줘","recommend:0.9460767230276056","user_answer:응,generic_color:회색,generic_attribute:깔끔한"
"슬랙스","recommend:0.6570985573610745",""
"바지","recommend:1","product:팬츠"
"회색이요","recommend:0.9592495601093168","generic_color:회색"
"봄이나 여름쯤","recommend:0.8477516316609294","season:봄,season:여름"
"길이는 7부","recommend:0.9921196175955879","length:7부"
"계절은 여름","generic_timing_recommend:0.8515307017245684","season:여름"
"계절은 가늘","generic_timing_recommend:0.6906381693793145",""
"다른거 없어?","recommend:0.9720141316695207",""
"회색 바지","recommend:0.9663492094279694","generic_color:회색,product:팬츠"
"보고싶어","recommend:0.9808557948210601",""
"보여달라니까","recommend:0.6510455579700778",""
"안녕","greeting:1",""
"셔츠가 필요해","recommend:0.9092714183389887","product:블라우스"
"처음","start:1",""
"처음","start:1",""
"봄 스커트 차자줘","recommend:0.9153657828205741","season:봄,product:스커트"
"보여줘","recommend:0.9799574089374563",""
"처음","start:1",""
"처음","start:1",""
"안녕","greeting:1",""
"스커트 살래","recommend:0.8474449432026793","product:스커트"
"처음","start:1",""
"스커트 살래","recommend:0.8474449432026793","product:스커트"
"응","recommend:0.76072040939857","user_answer:응"
"처음","start:1",""
"봄에 어울리는 화사한 스커트 찾어","generic_match_recommend:0.6352391934336427","season:봄,product:스커트"
"보여줘잉","recommend:0.9453603632684545",""
"보여달라고","signal_show:0.9274671232134365","user_answer:응"
"처음","start:1",""
"처음","start:1",""
"브라운","recommend:0.9027388770392816","generic_color:갈색"
"스커트 살래","recommend:0.8474449432026793","product:스커트"
"응","recommend:0.76072040939857","user_answer:응"
"없어","recommend:0.9675583108710066",""
"아니","recommend:0.751853630841867","user_answer:아니"
"아니","recommend:0.751853630841867","user_answer:아니"
"파란색 매그제이 추천해줘","recommend:0.9865324406889202","brand:매그제이,generic_color:파란색"
"처음","start:1",""
"스커트 추천해봐","recommend:0.9426842122213112","product:스커트"
"봄","recommend:0.778884291481353","season:봄"
"검정","recommend:0.4117707755595047","generic_color:검정"
"그만","goodbye:0.6766412840955521","user_answer:아니"
"아니","recommend:0.751853630841867","user_answer:아니"
"다른거 보여줘","recommend:0.9701075469324213","user_answer:응"
"라인","recommend:0.6261082676147107","brand:라인"
"다른거","recommend:0.751853630841867",""
"무릎","recommend:0.9023654189800061","skirt_length:미디엄"
"처음","start:1",""
"스커트 추천","recommend:1","product:스커트"
"라인","recommend:0.6261082676147107","brand:라인"
"검정","recommend:0.3741785949317377","generic_color:검정"
"처음","start:1",""
"스커트 살꺼야","recommend:0.928618576565953","product:스커트"
"안농","recommend:0.738741924481577",""
"처음","start:1",""
"배고파","recommend:0.738741924481577",""
"티셔츠","recommend:0.4861899834436758","product:티셔츠"
"그래","signal_show:0.33510662118308043",""
"별론데","recommend:0.971364806919287",""
"아니라능","recommend:0.738741924481577",""
"짧은거","recommend:0.9447909908574679","skirt_length:숏,length:미니"
"응","recommend:0.738741924481577","user_answer:응"
"레드","recommend:0.738741924481577",""
"별로야","recommend:0.8773473883185198",""
"싫어","recommend:0.9110801353362696",""
"더 보여줘","recommend:0.8949640237550344","user_answer:응"
"더 보여줘","recommend:0.8949640237550344","user_answer:응"
"엉망","recommend:0.738741924481577",""
"근데 사실","greeting:0.9711529510664058",""
"처음","start:1",""
"처슴","recommend:0.738741924481577",""
"처음","start:1",""
"응","recommend:0.738741924481577","user_answer:응"
"스커트 살꺼야","recommend:0.928618576565953","product:스커트"
"케네스 레이디","recommend:0.7289025234352401","brand:케네스레이디"
"회삭","recommend:0.738741924481577",""
"안녕","greeting:1",""
"배고파","recommend:0.738741924481577",""
"아니","recommend:0.738741924481577","user_answer:아니"
"처음","start:1",""
"배고파","recommend:0.738741924481577",""
"뭐가 있어요?","recommend:0.895368563700928",""
"무슨 브랜드가 인기에요?","query_product:0.7799058075567817",""
"파랑거 있어?","recommend:0.9348788238583152","generic_color:파란색"
"티셔츠","recommend:0.4861899834436758","product:티셔츠"
"먼저 보여줘","recommend:0.9620402723455542","user_answer:응"
"안녕","greeting:1",""
"배고파","recommend:0.738741924481577",""
"유행이 뭐야?","generic_trend_recommend:0.9009612806493139",""
"배고파","recommend:0.72100843135475",""
"배고파","recommend:0.72100843135475",""
"빨간 원피스 추천해줘","recommend:0.614057404676125","generic_color:빨강,product:원피스"
"시러","user_answer_no:1","user_answer:아니"
"프릴 베네통","recommend:0.7861215424324437","brand:베네통,blouse_style:프릴,user_answer:응"
"그만","goodbye:0.8337432155392738","user_answer:아니"
"별로","recommend:0.9611755612565244",""
"별로","recommend:0.9611755612565244",""
"따봉","recommend:0.72100843135475",""
"장난하니","user_answer_no:0.5260131790695898",""
"쉬퍼","recommend:0.72100843135475","product:모피코트"
"ㅅㅈㅇ","recommend:0.72100843135475",""
"네","recommend:0.6118842548299178","user_answer:응"
"안녕","greeting:1",""
"처음","start:1",""
"뭘 할수 있는데요?","recommend:0.3552329122811348",""
"스커트 추천해줘","recommend:1","product:스커트"
"영캐주얼 상품 추천해주세요","recommend:0.9369829366810207",""
"안녕","greeting:1",""
"봄 원피스를 사고 싶은데","recommend:0.9534922422666967","season:봄,product:원피스"
"요즘 유행하는 상품을 보여주세요","generic_trend_recommend:0.999566044552825","user_answer:응"
"상품1 은 얼마인가요?","generic_price_recommend:0.502620095400273",""
"데이트할때 좋은 편안한 원피스가 있나요","generic_location_recommend:0.9832125116861736","product:원피스"
"여성스러운 스타일","generic_style_recommend:0.7347426574954034",""
"15만원 이하 상품으로 추천해주세요","generic_price_recommend:0.999922866729412",""
"A라인 스커트","recommend:0.5070284861869968","basic_attribute:A라인,skirt_style:A라인,leather_skirt_style:A라인,brand:라인,product:스커트"
"노랑색이요!","recommend:0.808664056991918",""
"노랑색!","recommend:0.808664056991918",""
"노랑색","recommend:0.72100843135475",""
"빨강색","recommend:0.7192448934072762",""
"파란색","recommend:1","generic_color:파란색"
"파란색","recommend:1","generic_color:파란색"
"발목까지 오는 롱원피스","recommend:0.9811277270448218",""
"70cm","recommend:0.7278676043780393",""
"추천상품을 더 보여주세요","recommend:0.9976350176993901","user_answer:응"
"안녕하세요","greeting:1",""
"상품2","recommend:0.4626739045530551",""
"처음","start:1",""
"안녕","greeting:1",""
"처음","start:1",""
"안녕","greeting:1",""
"남자친구 선물 추천","generic_location_recommend:0.522449128335448",""
"원피스 추천","recommend:1","product:원피스"
"얇은 블라우스를 사고싶어요","recommend:0.9882492024946952","product:블라우스"
"안녕","greeting:1",""
"라인","recommend:0.5704412980986614","brand:라인"
"처음","start:1",""
"검정색","greeting:0.22986448577621876","generic_color:검정"
"노노","user_answer_no:1","user_answer:아니"
"스커트 추천해주세요.","recommend:0.9795542493929152","product:스커트"
"마음에 안들어요","recommend:0.7416024915100315",""
"라인 브랜드 추천해줘","recommend:0.5506033898882605","brand:라인"
"우선 보여주세요","recommend:0.9504810599186932","user_answer:응"
"추천상품","recommend:1",""
"추천 상품","recommend:1",""
"네. 첫번째 상품이 맘애 드네요","recommend:0.7398224518491677","user_answer:응"
"에고이스트 치마 추천해줘","recommend:0.9904380449280911","brand:에고이스트,product:스커트"
"처음","start:1",""
"스커트 추천해주세요","recommend:1","product:스커트"
"치마","recommend:0.615247839691205","product:스커트"
"신민아 스타일","generic_style_recommend:0.7813573400496111",""
"처으","recommend:0.7113266323772501",""
"숲 이나 나이스클랍","recommend:0.7310423075212026","brand:숲,brand:나이스 클랍,brand:나이스클랍"
"아무색이나 상관 없어요","recommend:0.9994898702369187","user_answer:아니"
"별로인거 같은데....","greeting:0.3976096433351056",""
"더 보여주세요..","recommend:0.5656498298102987","user_answer:응"
"네 다른것 더 보여주세요","recommend:0.600995911345848","user_answer:응,user_answer:응"
"음...검정색 보여주세요.","greeting:0.7323199999245964","user_answer:응,generic_color:검정"
"검정색","greeting:0.22986448577621876","generic_color:검정"
"고맙습니디","recommend:0.7113266323772501",""
"고맙습니다","recommend:0.7113266323772501",""
"우선 추천해 줄래요?","recommend:0.9566365156813449",""
"좋네요. 첫번째거 사고 싶어요","recommend:0.9997046090910381",""
"넵","recommend:0.7113266323772501",""
"트렌치코트","recommend:0.5921336043227373",""
"결혼식에 입을수 있는 원피스","recommend:0.7227823461073647","location_attribute:웨딩,product:원피스"
"안녕","greeting:1",""
"처음","start:1",""
"트랜치코트","recommend:0.2947668203268057",""
"트렌치코트","recommend:0.5921336043227373",""
"처음","start:1",""
"트랜치코트","recommend:0.2947668203268057",""
"코트","recommend:0.2947668203268057","product:코트"
"체크무늬","recommend:0.9705687802313374","blouse_style:체크"
"노랑색","recommend:0.7113266323772501","generic_color:노란색"
"에고이스트","recommend:1","brand:에고이스트"
"그걸로","recommend:0.8384632310699612",""
"청바지","recommend:0.8258918698598327",""
"티셔츠","recommend:0.43981738743084836","product:티셔츠"
"처음","start:1",""
"케네스레이디","recommend:0.6942806149788264","brand:케네스레이디"
"뭘 할 수 있니?","store_query:0.3541903512554649",""
"레드","recommend:0.7113266323772501","generic_color:빨강"
"점퍼 보여줘봐","recommend:0.24338623190956266","user_answer:응,product:점퍼"
"베네통 껄로","recommend:0.7760857120461621","brand:베네통,user_answer:응"
"베네통꺼 달라고 했자나","recommend:0.43004665410559373",""
"처음","start:1",""
"안녕","greeting:1",""
"원피스","recommend:1","product:원피스"
"응 우선","recommend:0.7113266323772501","user_answer:응"
"음","recommend:0.7113266323772501",""
"됐어","recommend:0.9159059601410084",""
"안녕","greeting:1",""
"처음","start:1",""
"날씬해보이는 청바지를 추천해줘","recommend:0.9855491663422373",""
"청바지","recommend:0.8258918698598327",""
"반바지","recommend:0.8515394899907348","leather_pants_style:반바지,pants_style:반바지,length:반바지"
"꽃무늬 티셔츠","recommend:0.6870688913740844","basic_attribute:꽃무늬,product:티셔츠"
"우선 보여줘","recommend:0.9663447942892797","user_answer:응"
"누가 추천해달래?","recommend:0.9836234986240424",""
"아니요","recommend:0.5460430088203427","user_answer:아니"
"싫다고","recommend:0.685536128907431",""
"남자","recommend:0.5613020646149396",""
"싫어","recommend:0.9051334537418991",""
"시끄럿","recommend:0.7113266323772501",""
"안녕","greeting:1",""
"닥쳐","recommend:0.7113266323772501",""
"ㅋㅋㅋㅋ","recommend:0.7113266323772501",""
"실장님","recommend:0.7113266323772501",""
"아놔 이제 그만하자","recommend:0.7201619709892481",""
"왜이러십니까","recommend:0.5031840191999241",""
"많이 묵었다","query_product:0.14593473716876204",""
"알려주기 싫은데","recommend:0.9926353527191468",""
"미키마우스","recommend:0.937078286279592",""
"티셔츠","recommend:0.43981738743084836","product:티셔츠"
"붉은색","recommend:0.7146298161935936",""
"빨강","recommend:1","generic_color:빨강"
"오라이","recommend:0.7113266323772501",""
"ㅇᆞ케","recommend:0.7113266323772501",""
"아니","recommend:0.2863776733909446","user_answer:아니"
"영캐주얼","recommend:0.7076727814241192",""
"ㅇㅇ","greeting:1","user_answer:응"
"음 2번이 좋네요","recommend:0.9218030216886578",""
"처음","start:1",""
"영캐주얼","recommend:0.7076727814241192",""
"ㅇㅇ","greeting:1","user_answer:응"
"아니","recommend:0.2863776733909446","user_answer:아니"
"쫄쫄이","recommend:0.7113266323772501",""
"ㅇㅇ","greeting:1","user_answer:응"
"안녕","greeting:1",""
"안녕","greeting:1",""
"허리띠","recommend:0.7113266323772501",""
"처움","recommend:0.7113266323772501",""
"줄무늬 들어간 셔츠원피스","recommend:0.9655840266657594","onepiece_style:셔츠원피스,basic_attribute:스트라이프,product:블라우스,product:원피스"
"밥사줘","recommend:0.7113266323772501",""
"싦 어","recommend:0.5885481069239151",""
"짧은 원피스","recommend:0.757888834685063","length:미니,product:원피스"
"원피수 추천해주세요","recommend:0.9735248027412683",""
"됐다고","recommend:0.7113266323772501",""
"너 모니?","recommend:0.6938775068991178",""
"우선보자","recommend:0.7201619709892481",""
"원피스","recommend:1","product:원피스"
"무슨 상품있어?","recommend:0.764086072263865",""
"짜증난다","recommend:0.46137029232914856",""
"우선","recommend:0.7113266323772501",""
"흰 바탕에 파란색 줄무늬","recommend:0.306138077833308","generic_color:파란색,basic_attribute:스트라이프"
"징그러","recommend:0.7113266323772501",""
"추천해줘","recommend:0.9727147777612615",""
"우선","recommend:0.7113266323772501",""
"아 귀찮아","recommend:0.9441412193833145",""
"짜잔","recommend:0.7113266323772501",""
"바이","goodbye:0.641510876676615",""
"독한넘","recommend:0.7113266323772501",""
"핑크","greeting:0.1956429984560174","generic_color:분홍색"
"안녕","greeting:1",""
"이가 저장되고 있나요?","recommend:0.9044872351514418",""
"잘가","recommend:0.7113266323772501",""
"끝까지 알려달라네","recommend:0.8657329561223823",""
"아 독하다","recommend:0.4549440644497549",""
"징해","recommend:0.7113266323772501",""
"ㅋ","recommend:0.7113266323772501",""
"올리브 데 올리브 봄에 입을 무릎길이","generic_location_recommend:0.9089532939533498","season:봄,skirt_length:미디엄"
"선물 추천해주세요","recommend:0.8797299890636963",""
"선물 추천해주세요","recommend:0.8797299890636963",""
"왜 영캐주얼밖에 안되나요","recommend:0.7548003500710093",""
"영캐주얼 추천해주세요","recommend:0.9738534933150537",""
"원피스","recommend:1","product:원피스"
"우선","recommend:0.7113266323772501",""
"우선 보여주세요","recommend:0.9504810599186932","user_answer:응"
"ㅋㅋ네","recommend:0.6193552116363222","user_answer:응"
"올리브 데 올리브","recommend:0.6471231541394483",""
"아니","recommend:0.2863776733909446","user_answer:아니"
"이젠 셔츠","recommend:0.5508624530692462","product:블라우스"
"싫어요 ㅠ ㅠ","recommend:0.6241097028537431",""
"안녕","greeting:1",""
"본점 행사가 뭐가 있어?","generic_timing_recommend:0.18828628113069185",""
"안녕","greeting:1",""
"영캐주얼 인기상품을 추천해줘","recommend:0.847701820276409",""
"나이키 트레이닝복 바지를 사고 싶은데요","recommend:0.9924593067900395","product:팬츠"
"무슨 브랜드가 있지?","query_product:0.4190406029436539",""
"티셔츠 추천해줘","recommend:0.8238888454617986","product:티셔츠"
"아디다스 블랙 트레이닝 팬츠요","recommend:0.9842958509003508","generic_color:검정,pants_style:트레이닝,product:팬츠"
"주크","recommend:0.19845022214711702",""
"검정색","greeting:0.22986448577621876","generic_color:검정"
"봄 가을","recommend:0.9337496737215516","season:봄,season:가을"
"아디다스","recommend:0.8665288655265155",""
"마음에 드네","generic_location_recommend:0.21976823599389725",""
"adidas","recommend:0.7113266323772501",""
"훌륭하네","recommend:0.7113266323772501",""
"후드티","recommend:0.9196356264045616","tshirt_style:후드티,product:티셔츠"
"응","recommend:0.7113266323772501","user_answer:응"
"안녕","greeting:1",""
"미니멜리사 가격 보여줘","recommend:0.9781286411269837","user_answer:응"
